RefId,Title,Component Dates,Component Access Restricton,Component Notes,Ancestor,Ancestor Access Restriction,Ancestor Notes,Parent Collection,Finding Aid Title,Resource ID,Resource Dates,Resource Access Restriction,Resource Use Restriction
d8e8d2c93e0e46849cf4b1b8c228db9e,Johns Hopkins University - Biological Research,1938,,,United States - Natural Sciences and Agriculture (subseries),,"The Foundation's program in natural sciences developed from the old programs of the IEB and GEB. Under the direction of Wickliffe Rose, those organizations emphasized mathematics, physics, and chemistry. After a trial period, 1929-1932, during which the natural sciences division had five directors or acting directors, Warren Weaver was appointed director, remaining until 1951. A new program was developed, at first called ""vital processes,"" later ""modern experimental biology,"" to meet the desire of the Trustees for a people-oriented program based on the idea that the natural sciences were essential to medicine. The programs in medical science and natural science were intended to be complementary.   This group of files contains material mostly from the 1930's and 40' relating to research projects in subjects such as biophysics, biochemistry, genetics and physiology. A number of European refugee scholars were aided under this program. The application of physical and chemical techniques to biology, genetics and nutrition was of special interest. There are no files relating to agriculture in this subseries.",Rockefeller Foundation records,"projects, SG 1.1, Series 100 International - Series 257 Virgin Islands, U.S.A.",FA386a,2000,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Confidential material in this record group has been segregated and is inaccessible. Each pertinent file is open to research, and physical removal of the segregated material within each file is not necessary. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact a RAC archivist.",
d8e600a58f434c89b503a3de1afc380c,McGill University - Psychology,1961,,,Canada - Medical Sciences (subseries),,,Rockefeller Foundation records,"projects, SG 1.2, Series 300 Latin America - Series 833 Leb",FA387b,2000,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Confidential material in this record group has been segregated and is inaccessible. Each pertinent file is open to research, and physical removal of the segregated material within each file is not necessary.   Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.",
d8b5b7de368249b2b049c8b252168f51,"Ishii, Momoko",1955,,Children's Literature  ,"Fellowships, scholarships, training awards (subseries)",,,Rockefeller Foundation records,"wships, fellowship files, SG 10.1",FA244,1979,Records more than 20 years old are open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC.  All users seeking access to the fellowship files must complete a usage agreement prior to being granted access to the collection. See RAC Head of Reference for details.,
d861aaa971854032906f4383b6bd4da8,"Papers - Mosher, Arthur T. - Paper III-13 - ""The Role of Agriculture in Underdeveloped Countries...""",1958,,,Subpanel III: International Economic and Social Objectives and Strategy (series),,"This subseries contains correspondence, memoranda, papers, drafts, and final reports. Organization files, which are brief, concern the planning of subpanel activities. Membership files, as well as the correspondence that accompanies files in the Papers section, document discussions and writing on issues considered by the subpanel. The Papers files provide comprehensive presentations of the views of various subpanel experts on selected topics. Meeting files contain summaries and sometimes minute of subpanel discussions of issues. The Reports files, containing several drafts of each report, show the progressive synthesizing of the views of a subpanel's members.  ",Rockefeller Brothers Fund records,,FA005,2003,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.",
d7a4b2679a4a46b4871478db0b010767,"Warburg, Otto",1931,,,General Correspondence (series),,,Alfred E. Cohn papers,Rockefeller University Faculty,FA132,1980,Access to this collection is restricted pending permission from Rockefeller University.,
d7a26aa606c04bfb9da91f4c7707925c,Curriculum Vitae and General Career Information,1988,,,Professional papers (series),,"Folders in Series 2 document Burton’s varied career as an academic, a diplomat, and a foundation officer.  There is minimal documentation for his tenure at Pomona College, the Office of Strategic Services and later Department of State, Muhlenberg College, and Grolier, Inc.  More detailed information exists for his five years at Miami University, and extensive documentation is included for his career at the Rockefeller Foundation and the Embassy of the United States in Tokyo, Japan.    The Rockefeller Foundation diaries are an incomplete set and are draft versions of the final diaries filed with the Rockefeller Foundation and found in their archives.  The drafts do not appear to differ significantly from the final versions.  Of interest in this series is Fahs’s report to John Marshall chronicling his train trip from Paris to Kyoto in 1934 (Box 6, Folder 85).  The many reports and memoranda written by Fahs while at the Rockefeller Foundation and at Miami University offer his opinions on education, international study, and cultural exchange and evaluations of proposed changes to study abroad programs and support of universities in developing nations.  The invitations and related materials from his time at the Embassy in Japan are also important items from his diplomatic career.  Researchers interested in the early career of Charles Burton Fahs should also explore the correspondence files in Series 1 dated from this period; during his early career, there was an overlap between Fahs’s personal and professional life.  Series 4, Manuscripts, Publications, and Speeches contains the many articles and book reviews written by Fahs during his time at Pomona College, as well as other articles and speeches made throughout his career. ",Charles Burton Fahs papers,,FA099,1993,Open for research with select materials restricted are noted. Brittle or damaged items are available at the discretion of RAC.,
d77f9ddf9c4c420bba10358efd542c57,Johns Hopkins University - Biological Research,1938,,,United States - Natural Sciences and Agriculture (subseries),,"The Foundation's program in natural sciences developed from the old programs of the IEB and GEB. Under the direction of Wickliffe Rose, those organizations emphasized mathematics, physics, and chemistry. After a trial period, 1929-1932, during which the natural sciences division had five directors or acting directors, Warren Weaver was appointed director, remaining until 1951. A new program was developed, at first called ""vital processes,"" later ""modern experimental biology,"" to meet the desire of the Trustees for a people-oriented program based on the idea that the natural sciences were essential to medicine. The programs in medical science and natural science were intended to be complementary.   This group of files contains material mostly from the 1930's and 40' relating to research projects in subjects such as biophysics, biochemistry, genetics and physiology. A number of European refugee scholars were aided under this program. The application of physical and chemical techniques to biology, genetics and nutrition was of special interest. There are no files relating to agriculture in this subseries.",Rockefeller Foundation records,"projects, SG 1.1, Series 100 International - Series 257 Virgin Islands, U.S.A.",FA386a,2000,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Confidential material in this record group has been segregated and is inaccessible. Each pertinent file is open to research, and physical removal of the segregated material within each file is not necessary. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact a RAC archivist.",
d6cfc70d102c42098d1346e524b425f7,British Museum - Microfilm,1949,,,England - Humanities and Arts (subseries),,"The earliest material in this series documents The Rockefeller Foundation's concern with medical education. Of particular interest are files related to the support of the London School of Hygiene and Tropical Medicine and a report by Richard M. Pearce on medical education in England (1923-1926). Numerous fellowships were awarded English medical students, especially during and immediately after World War II.   After 1928, the Foundation's activities expanded into the humanities and social sciences. Among the first non-US grants in these areas were made to the British Museum, the Bodleian Library (Oxford), and the London School of Economics and Political Science.   Other fields of interest for the Foundation in England include nursing, physics, biochemistry, organic chemistry, and placement of refugee scholars.",Rockefeller Foundation records,"projects, SG 1.1, Series 300 Latin America - Series 833 Leb",FA386b,2000,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Confidential material in this record group has been segregated and is inaccessible. Each pertinent file is open to research, and physical removal of the segregated material within each file is not necessary. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact a RAC archivist.",
d5faea99ddf14c41bebfbefbb8635d40,University of Birmingham - Population Change and Economic Growth,1964,,,England - Social Sciences (subseries),,,Rockefeller Foundation records,"projects, SG 1.2, Series 300 Latin America - Series 833 Leb",FA387b,2000,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Confidential material in this record group has been segregated and is inaccessible. Each pertinent file is open to research, and physical removal of the segregated material within each file is not necessary.   Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.",
d5ce7ecd682b4cb3a9db74a794e2a650,"University of Marseilles - Cardiology - (Gerard, Raymond, Equipment)",1954,,,France - Medical Sciences (subseries),,"Grants to French institutions were made primarily in the medical sciences field. The earliest grants were awarded for the campaign against tuberculosis, from which the Foundation's nursing program was created. The University of Paris was the major recipient of grants for the medical sciences. Funds were given for work by Th. Alajouanine, Jean Scherrer, and Clovis Vincent in neurology and neurosurgery and by Georges Heuyer in psychiatry. Funding was given to the Radium Institute in the 1920's, 1930's, and 1940's. The University of Lyons and the University of Strasbourg were also recipients of a relatively large number of medical sciences grants. In addition, there are files dealing with the Pearce report on French medical education which was part of a report on medical education throughout the world.   The Rockefeller Foundation also gave funding to a full range of humanities and social sciences programs. A large number of grants were given for work in philosophy. Grants were also given for a broad range of studies including art history and geography and ethnology. A number of humanities and social sciences grants were made to refugee scholars, including Richard Alewyn (German Literature), Elias Bickermann (Greek archeology), Kurt Sachs (music history), Julius Lewy (Assyriology), and Paul Schrecker (Philosophy).   The American Library in Paris and the Bibliotheque Nationale also received Foundation support.",Rockefeller Foundation records,"projects, SG 1.1, Series 300 Latin America - Series 833 Leb",FA386b,2000,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Confidential material in this record group has been segregated and is inaccessible. Each pertinent file is open to research, and physical removal of the segregated material within each file is not necessary. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact a RAC archivist.",
d58c665229424308ae1dd0c8a385bb11,"Report Drafts - Heilbroner, Robert - Comments by Kintner, Nelson Rockefeller, Cooke",1957,,,Subpanel VII: The Moral Framework of National Purpose (series),,"This subseries contains correspondence, memoranda, papers, drafts, and final reports. Organization files, which are brief, concern the planning of subpanel activities. Membership files, as well as the correspondence that accompanies files in the Papers section, document discussions and writing on issues considered by the subpanel. The Papers files provide comprehensive presentations of the views of various subpanel experts on selected topics. Meeting files contain summaries and sometimes minute of subpanel discussions of issues. The Reports files, containing several drafts of each report, show the progressive synthesizing of the views of a subpanel's members.  ",Rockefeller Brothers Fund records,,FA005,2003,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.",
d4f883b2ffc244ed886ee70be98fe248,New York State Atomic & Space Development Authority re: Nuclear Power Plant Siting,1971,,,Agency and Commission Reports (subseries),,Subseries 3 is a collection of 371 reports issued by New York State agencies and commissions. Related press releases are filed with many of the reports. These reports were presumably filed in the Press Office so that the Press Office staff could prepare press releases for them and could answer questions from the public concerning the report or related programs.  ,Nelson A. Rockefeller gubernatorial records,"Press Office, Series 25",FA368,1974,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.","RAC users must abide by all applicable provisions of U.S. copyright law. Reproduction/duplication of archival items is routinely provided in accordance with ""fair use."" If the RAC does not hold copyright for an archival collection or items within a collection, it is the user's responsibility to contact the copyright holder, or make a fair effort to do so, prior to publication.  "
d4c990eb39a34e10973b9a62bdce98ec,"China (Taiwan) - Malaria, Progress Report, February, 1949",1949,,,Routine Reports - China - Malaria (subseries),,,Rockefeller Foundation records,"International Health Board/Division records, RG 5",FA115,1964,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.",
d48f0a7c5b4f482a8d324d7f7ca34bae,National Research Council - Microphotography,1946,,,United States - Natural Sciences and Agriculture (subseries),,"The Foundation's program in natural sciences developed from the old programs of the IEB and GEB. Under the direction of Wickliffe Rose, those organizations emphasized mathematics, physics, and chemistry. After a trial period, 1929-1932, during which the natural sciences division had five directors or acting directors, Warren Weaver was appointed director, remaining until 1951. A new program was developed, at first called ""vital processes,"" later ""modern experimental biology,"" to meet the desire of the Trustees for a people-oriented program based on the idea that the natural sciences were essential to medicine. The programs in medical science and natural science were intended to be complementary.   This group of files contains material mostly from the 1930's and 40' relating to research projects in subjects such as biophysics, biochemistry, genetics and physiology. A number of European refugee scholars were aided under this program. The application of physical and chemical techniques to biology, genetics and nutrition was of special interest. There are no files relating to agriculture in this subseries.",Rockefeller Foundation records,"projects, SG 1.1, Series 100 International - Series 257 Virgin Islands, U.S.A.",FA386a,2000,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Confidential material in this record group has been segregated and is inaccessible. Each pertinent file is open to research, and physical removal of the segregated material within each file is not necessary. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact a RAC archivist.",
d47b6d80713746a4a91a2f0afee6fdea,University of Chicago Medical School - Provident Hospital - Reports and Pamphlets,1944,,,Appropriations - Medical Education (subseries),,"Subseries 5, Medical Education, reflects the Board's interest in medical education, in particular the interest in the development of full-time teaching hospitals and medical schools. Correspondence in this subseries falls mainly between the years 1910-1940 and relates mostly to appropriations. A small section of 6 boxes at the end of this subseries contains general and administrative correspondence, including correspondence with trustees.  ",General Education Board records,,FA058,1969,Open for research with select materials restricted are noted. Brittle or damaged items are available at the discretion of RAC.,"RAC users must abide by all applicable provisions of United States copyright law.  Reproduction/duplication of archival items is routinely provided in accordance with ""fair use.""  If the RAC does not hold copyright for an archival collection, or items within a collection, it is the user’s responsibility to contact the copyright holder, or make a fair effort to do so, prior to publication."
d45fd1ec55761d7258d8b81c81792a13,NAR Briefing Sheets - South Carolina,1968,,,Presidential Campaign 1968 (subseries),,,Nelson A. Rockefeller gubernatorial records,"Campaigns, Series 5",FA440,1970,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.","RAC users must abide by all applicable provisions of U.S. copyright law. Reproduction/duplication of archival items is routinely provided in accordance with ""fair use."" If the RAC does not hold copyright for an archival collection or items within a collection, it is the user's responsibility to contact the copyright holder, or make a fair effort to do so, prior to publication. "
d439a74a05384fb7ad1d96e80ec4d18c,"University College, Ibadan - Agreements",1973,,,Nigeria (series),,,Rockefeller Foundation records,"projects, SG 1.3",FA388,2000,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Confidential material in this record group has been segregated and is inaccessible. Each pertinent file is open to research, and physical removal of the segregated material within each file is not necessary.Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.","RAC users must abide by all applicable provisions of United States copyright law.  Reproduction/duplication of archival items is routinely provided in accordance with ""fair use.""  If the RAC does not hold copyright for an archival collection, or items within a collection, it is the user’s responsibility to contact the copyright holder, or make a fair effort to do so, prior to publication."
d3c11b699d3247a6bb47d83ff62ff980,"University College, Ibadan",1981,,,Nigeria (series),,,Rockefeller Foundation records,"projects, SG 1.3",FA388,2000,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Confidential material in this record group has been segregated and is inaccessible. Each pertinent file is open to research, and physical removal of the segregated material within each file is not necessary.Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.","RAC users must abide by all applicable provisions of United States copyright law.  Reproduction/duplication of archival items is routinely provided in accordance with ""fair use.""  If the RAC does not hold copyright for an archival collection, or items within a collection, it is the user’s responsibility to contact the copyright holder, or make a fair effort to do so, prior to publication."
d38a88ac9b40957ff4f5a0a9f14cfcd0,"Houghton, Norris, B-6666, DF-6750",1967,,,Asia (subseries),,,Asian Cultural Council records,"Grants, RG 5",FA1403,2007,"Records are open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact a RAC archivist.","RAC has legal title, copyright and literary rights to the collection in so far as it holds them."
d32d8cfb67a148be87789976a5cd20ca,"University of Ibadan - Oduntan, Samuel Adekunle",1967,,,Nigeria - Medical Sciences (subseries),,,Rockefeller Foundation records,"projects, SG 1.2, Series 300 Latin America - Series 833 Leb",FA387b,2000,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Confidential material in this record group has been segregated and is inaccessible. Each pertinent file is open to research, and physical removal of the segregated material within each file is not necessary.   Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.",
d2e4274366794576950f6d6e302ff324,Conference on Econometric Models of Cyclical Behavior,1969,,,Committee Projects - Economic Stability and Growth (subseries),,,Social Science Research Council records,Group 1 and Record Group 2,FA021,1990,Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC.,Completion of a use agreement is required prior to providing scholarly access. See RAC Head of Reference (or applicable designee) for details.
d2cc45601414465db2bf9a352fd2f182,"Lancaster, South Carolina - Out-Patient Department - Correspondence and Memoranda",1943,,,Project Files (subseries),,,Commonwealth Fund records,"Division of Rural Hospitals, SG 1, Series 14",FA286,1951,Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. ,"RAC users must abide by all applicable provisions of United States copyright law. Reproduction/duplication of archival items is routinely provided in accordance with ""fair use."" If the RAC does not hold copyright for an archival collection, or items within a collection, it is the user’s responsibility to contact the copyright holder, or make a fair effort to do so, prior to publication.  "
d2632a30c7999c3e36e09e1b136aac23,(489) – Institute for Black Research Trust: Research Fellow,1986,,,International Relations (series),,,Rockefeller Foundation records,"Projects, International Relations, RG 1.3, Series 155",FA388A,1989,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.","RAC users must abide by all applicable provisions of United States copyright law.  Reproduction/duplication of archival items is routinely provided in accordance with ""fair use.""  If the RAC does not hold copyright for an archival collection, or items within a collection, it is the user’s responsibility to contact the copyright holder, or make a fair effort to do so, prior to publication."
d20a27a551d648f1a51db9c9825cefa4,Museums - Jerusalem Museum,1948,,"John D. Rockefeller. Jr.'s offer of gift for museum; conditions; letters of appreciation. Construction, opening of museum, 1935; internationalization of Board of trustees, 1948, when British mandate ended. Discovery of Dead Sea Scrolls. Relations between Jerusalem Museum and Oriental Institute. Political changes in Near East threatening Museum's work. Additional John D. Rockefeller, Jr. gifts for special work; discussion of Jordanian nationalization of Museum. Correspondents include Dana S. Creel, Raymond B. Fosdick, Arthur W. Packard, John D. Rockefeller, Jr., Montgomery S. Bradley, James Breasted, Lord Plumer, Carl Kraeling.  ",Museums (otherlevel),,,Office of the Messrs. Rockefeller records,"Cultural Interests, Series E",FA314,1962,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Material in the Rockefeller family collections that provides the names, correspondence, or activities of living members of the Rockefeller family, and/or documents the net wealth of any Rockefeller family members, is restricted. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.","RAC users must abide by all applicable provisions of United States copyright law. Reproduction/duplication of archival items is routinely provided in accordance with ""fair use."" If the RAC does not hold copyright for an archival collection, or items within a collection, it is the user’s responsibility to contact the copyright holder, or make a fair effort to do so, prior to publication.  "
d202b35b8a8749a1a0dc12f5d19734e7,"Lancaster, South Carolina - Hospital Proper - Correspondence and Memoranda",1948,,,Project Files (subseries),,,Commonwealth Fund records,"Division of Rural Hospitals, SG 1, Series 14",FA286,1951,Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. ,"RAC users must abide by all applicable provisions of United States copyright law. Reproduction/duplication of archival items is routinely provided in accordance with ""fair use."" If the RAC does not hold copyright for an archival collection, or items within a collection, it is the user’s responsibility to contact the copyright holder, or make a fair effort to do so, prior to publication.  "
d12416c2c2754b7a97cf4ebd2ac0d162,Peace Plans - Union Now - Clarence Streit,1958,,"Requests for contributions declined. No real sympathy for Streit's program expressed by office. Correspondents include John D. Rockefeller, Jr., John D. Rockefeller 3rd, Nelson A. Rockefeller, Arthur W. Packard, Dana S. Creel.  ",Peace Plans (otherlevel),,,Office of the Messrs. Rockefeller records,"World Affairs, Series Q",FA326,1961,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Material in the Rockefeller family collections that provides the names, correspondence, or activities of living members of the Rockefeller family, and/or documents the net wealth of any Rockefeller family members, is restricted. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.","RAC users must abide by all applicable provisions of United States copyright law. Reproduction/duplication of archival items is routinely provided in accordance with ""fair use."" If the RAC does not hold copyright for an archival collection, or items within a collection, it is the user’s responsibility to contact the copyright holder, or make a fair effort to do so, prior to publication.  "
d0e6fe7c11344d3d86e56f9afef7518e,SS Project Memoranda and Correspondence,1940,,"Kittredge, Tracy B. to New York - 1939-1940 Draft of Memorandum on Refugee Scholars - January 23, 1940  ",Pre-war - Correspondence (subseries),,,Rockefeller Foundation records,"Paris, RG 6, SG 1",FA395,1976,"Records more than 20 years old are open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.","RAC users must abide by all applicable provisions of United States copyright law. Reproduction/duplication of archival items is routinely provided in accordance with ""fair use."" If the RAC does not hold copyright for an archival collection, or items within a collection, it is the user’s responsibility to contact the copyright holder, or make a fair effort to do so, prior to publication.  "
d0c377795cb8476ab08ad450b2327c4c,Diary,1943,,Reproduced typed copy.  Includes thoughts on family life as well as on progress of laboratory activities and world affairs.  ,,,,Leslie T. Webster papers,Rockefeller Institute for Medical Research Scientific Staff,FA204,1943,Access to this collection is restricted pending permission from Rockefeller University.,
d09047f55dd140e2b87cc067b205195b,"Nursing Education, Negro - Survey - Report: ""Colored Nurses in Public Health Work"" - NEN-1",1925,,,United States - Nursing (subseries),,"In this small subseries most of the material originated between the years 1918 and 1935. The files contain information relating to the development of public health nursing and to education for nurses in the eastern United States. Uniformity of standards in nurses training was the Foundation's main concern. At first the Foundation's program in nursing was administered by Edwin Embree as part of the program of the Division of Studies. After the reorganization of 1927-1938, nursing was transferred, first to the province of Richard M. Pearce and the Division of Medical Education, later to the International Health Division.   Personnel in nursing in the Rockefeller Foundation included F. Elizabeth Crowell, who worked mostly in the field, and Mary Beard, former president of the National Organization for Public Health Nursing, who worked in the United States from 1925 to 1938. There is much of her correspondence in these files. | For information about projects in nursing in other countries see the appropriate country number. Nursing Fellowship files are in Record Group 10, Fellowships. In the files of the Paris Office, Record Group 6 Field Offices, Subgroup 1, there are fellowship and general correspondence files pertaining to nursing.",Rockefeller Foundation records,"projects, SG 1.1, Series 100 International - Series 257 Virgin Islands, U.S.A.",FA386a,2000,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Confidential material in this record group has been segregated and is inaccessible. Each pertinent file is open to research, and physical removal of the segregated material within each file is not necessary. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact a RAC archivist.",
d00cdbd57479442189a6e0f71adb5f72,Harvard University - Epilepsy,1939,,,United States - Medical Sciences (subseries),,"Most of the files in this section date from the 1930's and 40's. The Foundation's program in the medical sciences during this period was directed by Dr. Alan Gregg and was concentrated in psychiatry and neurology and related subjects - neuroanatomy, heredity, endocrinology, neuropathology, child guidance, industrial psychology and sex research. Emphasis was placed on worker training, selected research projects and measures to improve or extend the application of existing knowledge. The medical sciences program also devoted part of its resources to the development of university teaching departments of public health. The program was conceived to be complementary to the natural sciences program in human biology. Although it developed out of the old Division of Medical Education of the Foundation, the Medical Sciences division had no program in medical education in the United States, except for a small program of post-war medical fellowship grants to leading universities. | For information about the establishment of medical schools see the files of the General Education Board. Consult also the state inventories.",Rockefeller Foundation records,"projects, SG 1.1, Series 100 International - Series 257 Virgin Islands, U.S.A.",FA386a,2000,"Open for research with select materials restricted as noted. Brittle or damaged items are available at the discretion of RAC. Confidential material in this record group has been segregated and is inaccessible. Each pertinent file is open to research, and physical removal of the segregated material within each file is not necessary. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact a RAC archivist.",
cfd11c59231d4bff87d309bc9ccf6494,"Thomas, W. I. - Notes",,,,New York Police Psychopathic Laboratory (series),,"This series contains the remnant files of the New York Police Psychopathic Laboratory, which were used in conjunction with a study on mental disease and crime. They contain material on cases and drafts of several reports.",Bureau of Social Hygiene records,,FA060,1940,"Open for researchd. Brittle or damaged items are available at the discretion of RAC. Researchers interested in accessing digital media (floppy disks, CDs, DVDs, etc.) or audiovisual material (audio cassettes, VHS, etc.) in this collection must use an access surrogate. The original items may not be accessed because of preservation concerns. To request an access surrogate be made, or if you are unsure if there is an access surrogate, please contact an archivist.","RAC users must abide by all applicable provisions of United States copyright law. Reproduction/duplication of archival items is routinely provided in accordance with ""fair use."" If the RAC does not hold copyright for an archival collection, or items within a collection, it is the user's responsibility to contact the copyright holder, or make a fair effort to do so, prior to publication."
